Studio,Year,Genre1,Total Gross,RottenTomato
Sony,1997,Comedy,176651833.0,43.666666666666664
Sony,1997,Horror,72586134.0,35.0
Sony,1998,Action,276621889.0,43.25
Sony,1998,Comedy,25605015.0,40.0
Sony,1998,Crime,30147739.0,64.0
Sony,1998,Drama,15923122.0,51.0
Sony,1998,Horror,40002112.0,7.0
Sony,1999,Action,68518533.0,36.0
Sony,1999,Adventure,156661174.0,64.5
Sony,1999,Biography,28912646.0,54.0
Sony,1999,Comedy,180423249.0,65.5
Sony,1999,Crime,24756177.0,62.0
Sony,1999,Drama,69831150.0,31.5
Sony,1999,Mystery,36663315.0,22.0
Sony,2000,Action,543772238.0,57.0
Sony,2000,Comedy,103548874.0,38.666666666666664
Sony,2000,Drama,51804714.0,74.0
Sony,2000,Horror,21468807.0,9.0
Sony,2001,Action,100475448.0,36.0
Sony,2001,Adventure,27087695.0,11.0
Sony,2001,Animation,32131830.0,45.0
Sony,2001,Biography,88368641.0,58.0
Sony,2001,Comedy,189603019.0,30.666666666666668
Sony,2001,Crime,28734552.0,71.0
Sony,2001,Drama,108638745.0,76.0
Sony,2002,Action,594125178.0,58.666666666666664
Sony,2002,Adventure,40388794.0,1.0
Sony,2002,Animation,64956806.0,81.0
Sony,2002,Comedy,274782993.0,23.5
Sony,2002,Crime,136405076.0,48.5
Sony,2002,Drama,40390647.0,36.0
Sony,2003,Action,602553739.0,34.111111111111114
Sony,2003,Adventure,93820873.0,67.0
Sony,2003,Biography,52333738.0,36.0
Sony,2003,Comedy,364671622.0,47.333333333333336
Sony,2003,Drama,63860942.0,34.0
Sony,2003,Fantasy,32551396.0,9.0
Sony,2003,Mystery,52159536.0,62.0
Sony,2004,Action,516650159.0,54.75
Sony,2004,Comedy,365478989.0,36.0
Sony,2004,Drama,149144166.0,48.333333333333336
Sony,2004,Horror,110359362.0,39.0
Sony,2005,Action,78580769.0,32.5
Sony,2005,Adventure,82674398.0,11.0
Sony,2005,Biography,28750530.0,90.0
Sony,2005,Comedy,422057339.0,41.0
Sony,2005,Drama,86568055.0,40.5
Sony,2006,Action,377978212.0,60.333333333333336
Sony,2006,Adventure,71726025.0,23.0
Sony,2006,Animation,158766269.0,61.0
Sony,2006,Biography,163566459.0,67.0
Sony,2006,Comedy,301085188.0,40.75
Sony,2006,Crime,38432823.0,43.0
Sony,2006,Horror,86126471.0,20.5
Sony,2006,Mystery,217536138.0,25.0
Sony,2006,Short,58645052.0,12.0
Sony,2007,Action,502981578.0,37.333333333333336
Sony,2007,Animation,58867694.0,79.0
Sony,2007,Comedy,220247693.0,50.333333333333336
Sony,2007,Crime,52548128.0,33.5
Sony,2007,Drama,72196277.0,30.5
Sony,2007,Horror,39568996.0,51.0
Sony,2008,Action,300212580.0,38.0
Sony,2008,Comedy,326225046.0,44.8
Sony,2008,Crime,149110706.0,32.0
Sony,2008,Drama,69951824.0,26.0
Sony,2009,Action,358250660.0,33.666666666666664
Sony,2009,Adventure,118927565.0,52.5
Sony,2009,Animation,167064335.0,54.0
Sony,2009,Comedy,88915214.0,13.0
Sony,2009,Drama,68261644.0,19.0
Sony,2009,Sci-Fi,115646235.0,90.0
Sony,2010,Action,666327407.0,41.42857142857143
Sony,2010,Biography,96400000.0,96.0
Sony,2010,Comedy,266615270.0,42.25
Sony,2010,Drama,199614665.0,33.666666666666664
Sony,2011,Action,255303505.0,38.0
Sony,2011,Animation,189054649.0,57.0
Sony,2011,Biography,75605492.0,94.0
Sony,2011,Comedy,506338136.0,42.57142857142857
Sony,2011,Crime,102515793.0,86.0
Sony,2011,Drama,112784862.0,39.333333333333336
Sony,2012,Action,566487928.0,64.0
Sony,2012,Animation,179331761.0,65.0
Sony,2012,Comedy,191747205.0,49.666666666666664
Sony,2012,Drama,220734746.0,61.0
Sony,2013,Action,164791302.0,24.666666666666668
Sony,2013,Animation,190811351.0,42.0
Sony,2013,Biography,107100855.0,93.0
Sony,2013,Comedy,223600000.0,45.0
Sony,2013,Crime,99165609.0,69.0
Sony,2013,Documentary,28873374.0,63.0
Sony,2013,Drama,28440607.0,70.0
Sony,2014,Action,546062579.0,64.4
Sony,2014,Biography,0.0,49.0
Sony,2014,Comedy,132370531.0,34.25
Sony,2014,Crime,42428931.0,9.0
Sony,2014,Drama,67239378.0,25.0
Sony,2014,Horror,18871466.0,29.0
Sony,2015,Action,275189740.0,29.25
Sony,2015,Adventure,107395926.0,71.0
Sony,2015,Animation,0.0,55.0
Sony,2015,Biography,23268108.0,60.0
Sony,2015,Comedy,15669178.0,36.666666666666664
Sony,2015,Drama,112791043.0,26.0
Sony,2016,Action,256032157.0,45.0
Sony,2016,Animation,205168602.0,62.5
Sony,2016,Biography,0.0,43.0
Sony,2016,Crime,29740655.0,11.0
Sony,2016,Drama,100014092.0,30.0
Sony,2017,Action,885783382.0,69.25
Sony,2017,Animation,171513091.0,30.333333333333332
Sony,2017,Comedy,22092592.0,44.0
Universal,1990,Action,33878502.0,83.0
Universal,1990,Comedy,70137975.0,44.5
Universal,1990,Drama,0.0,22.0
Universal,1991,Animation,22166041.0,45.0
Universal,1991,Comedy,24204154.0,61.0
Universal,1991,Crime,79091969.0,75.0
Universal,1991,Drama,82418501.0,73.0
Universal,1992,Adventure,58883840.0,48.0
Universal,1992,Comedy,108546740.0,56.0
Universal,1992,Drama,63095253.0,88.0
Universal,1993,Action,12526677.0,31.0
Universal,1993,Adventure,357067947.0,92.0
Universal,1993,Biography,121162630.0,95.5
Universal,1994,Action,32063435.0,34.0
Universal,1994,Comedy,21011318.0,21.0
Universal,1994,Drama,16928556.0,25.0
Universal,1995,Adventure,172071312.0,95.0
Universal,1995,Comedy,163987104.0,60.0
Universal,1995,Crime,42512375.0,80.0
Universal,1996,Comedy,16759216.0,63.0
Universal,1996,Drama,20831000.0,39.0
Universal,1997,Action,392407859.0,34.25
Universal,1997,Adventure,45319423.0,42.0
Universal,1997,Comedy,213053610.0,48.0
Universal,1997,Drama,92553089.0,74.5
Universal,1998,Action,87617836.0,32.5
Universal,1998,Adventure,45195128.0,62.5
Universal,1998,Animation,192171051.0,87.5
Universal,1998,Biography,135026902.0,23.0
Universal,1998,Comedy,88845057.0,51.666666666666664
Universal,1998,Crime,37562568.0,93.0
Universal,1998,Drama,67864940.0,69.5
Universal,1998,Horror,0.0,37.0
Universal,1999,Action,252036542.0,42.666666666666664
Universal,1999,Adventure,71583916.0,90.0
Universal,1999,Biography,117854471.0,78.66666666666667
Universal,1999,Comedy,463012477.0,60.375
Universal,1999,Crime,66518655.0,28.0
Universal,1999,Drama,179702834.0,58.0
Universal,1999,Fantasy,91411151.0,16.0
Universal,2000,Action,299873962.0,51.333333333333336
Universal,2000,Adventure,101075627.0,73.0
Universal,2000,Animation,183704126.0,62.666666666666664
Universal,2000,Biography,125595205.0,84.0
Universal,2000,Comedy,605729450.0,55.6
Universal,2000,Crime,28946615.0,10.0
Universal,2000,Drama,186383519.0,44.5
Universal,2001,Action,617161785.0,45.4
Universal,2001,Adventure,145461722.0,64.0
Universal,2001,Animation,267665011.0,88.0
Universal,2001,Biography,170742341.0,75.0
Universal,2001,Comedy,214627829.0,40.333333333333336
Universal,2001,Drama,103689646.0,37.0
Universal,2002,Action,491252106.0,57.166666666666664
Universal,2002,Adventure,48360547.0,42.0
Universal,2002,Animation,73280117.0,69.0
Universal,2002,Biography,164615351.0,96.0
Universal,2002,Comedy,41385278.0,93.0
Universal,2002,Crime,197604660.0,74.5
Universal,2002,Drama,147074301.0,41.5
Universal,2002,Horror,129128133.0,71.0
Universal,2003,Action,335140843.0,50.25
Universal,2003,Adventure,149611893.0,44.0
Universal,2003,Animation,26483452.0,45.0
Universal,2003,Comedy,556128487.0,55.166666666666664
Universal,2003,Drama,150586271.0,49.0
Universal,2004,Action,354279831.0,66.75
Universal,2004,Animation,602088155.0,61.5
Universal,2004,Biography,75331600.0,80.0
Universal,2004,Comedy,576326169.0,54.8
Universal,2005,Action,307625792.0,56.5
Universal,2005,Animation,193595521.0,55.0
Universal,2005,Biography,124308131.0,70.5
Universal,2005,Comedy,189494362.0,50.333333333333336
Universal,2005,Crime,72708161.0,57.0
Universal,2005,Drama,184449252.0,46.75
Universal,2005,Horror,76231249.0,19.0
Universal,2005,Mystery,57891803.0,79.0
Universal,2006,Action,125964885.0,42.0
Universal,2006,Animation,213380100.0,72.0
Universal,2006,Comedy,301723413.0,31.2
Universal,2006,Crime,88513495.0,86.0
Universal,2006,Drama,230354624.0,78.25
Universal,2007,Action,594254041.0,67.0
Universal,2007,Animation,322719944.0,41.0
Universal,2007,Biography,230057004.0,82.0
Universal,2007,Comedy,420881029.0,35.4
Universal,2007,Drama,80209692.0,69.0
Universal,2008,Action,484109775.0,55.8
Universal,2008,Animation,50877145.0,56.0
Universal,2008,Biography,35739802.0,62.0
Universal,2008,Comedy,398706595.0,61.0
Universal,2008,Horror,52597610.0,45.0
Universal,2009,Adventure,49438370.0,26.0
Universal,2009,Biography,97104620.0,68.0
Universal,2009,Comedy,387402650.0,49.2
Universal,2009,Horror,42100625.0,92.0
Universal,2010,Action,171714005.0,59.666666666666664
Universal,2010,Adventure,60923325.0,72.0
Universal,2010,Animation,399721390.0,76.5
Universal,2010,Comedy,177379230.0,42.0
Universal,2010,Drama,93074445.0,31.0
Universal,2010,Horror,33583175.0,52.0
Universal,2011,Action,342900189.0,58.666666666666664
Universal,2011,Adventure,37371385.0,71.0
Universal,2011,Animation,108012170.0,25.0
Universal,2011,Comedy,287496330.0,43.75
Universal,2011,Drama,169705587.0,75.0
Universal,2011,Romance,62453315.0,71.0
Universal,2012,Action,526059660.0,48.4
Universal,2012,Biography,129477447.0,90.0
Universal,2012,Comedy,428344770.0,61.0
Universal,2012,Crime,47300000.0,51.0
Universal,2012,Drama,148775460.0,69.0
Universal,2013,Action,400960116.0,50.0
Universal,2013,Animation,449149635.0,70.5
Universal,2013,Comedy,134455175.0,44.5
Universal,2013,Horror,135988220.0,51.5
Universal,2014,Action,299328304.0,45.0
Universal,2014,Adventure,0.0,29.0
Universal,2014,Animation,70727688.0,73.0
Universal,2014,Biography,93339309.0,65.5
Universal,2014,Comedy,171744072.0,53.0
Universal,2014,Crime,0.0,66.0
Universal,2014,Horror,43513891.0,6.0
Universal,2015,Action,892273285.0,74.66666666666667
Universal,2015,Animation,467125887.0,55.666666666666664
Universal,2015,Biography,129402415.0,87.0
Universal,2015,Comedy,296280161.0,64.4
Universal,2015,Drama,25957696.0,57.333333333333336
Universal,2015,Horror,56499874.0,65.0
Universal,2016,Action,253373028.0,33.0
Universal,2016,Animation,650341604.0,78.0
Universal,2016,Comedy,82417478.0,56.333333333333336
Universal,2016,Crime,75311445.0,45.0
Universal,2016,Documentary,23564630.0,78.0
Universal,2016,Horror,34904885.0,83.0
Universal,2017,Action,356841795.0,55.666666666666664
Universal,2017,Animation,439190620.0,55.5
Universal,2017,Comedy,219968615.0,61.0
Universal,2017,Documentary,45125480.0,35.0
Universal,2017,Drama,114376885.0,10.0
Universal,2017,Horror,230826360.0,85.0
WB,1990,Action,182676742.0,34.0
WB,1990,Adventure,10360553.0,100.0
WB,1990,Biography,62281345.0,95.0
WB,1990,Comedy,135429286.0,59.8
WB,1990,Drama,26098824.0,65.5
WB,1990,Mystery,86303188.0,86.0
WB,1991,Action,312301347.0,45.0
WB,1991,Comedy,163892282.0,40.833333333333336
WB,1991,Drama,79885696.0,74.5
WB,1992,Action,599918136.0,52.125
WB,1992,Adventure,10736401.0,46.0
WB,1992,Biography,48169910.0,91.0
WB,1992,Comedy,46101996.0,39.333333333333336
WB,1992,Drama,200868757.0,60.25
WB,1993,Action,314243499.0,57.0
WB,1993,Adventure,77698625.0,57.0
WB,1993,Comedy,184714096.0,59.666666666666664
WB,1993,Crime,212996271.0,75.2
WB,1993,Drama,119633073.0,59.75
WB,1993,Fantasy,15935068.0,24.0
WB,1994,Action,197584312.0,27.666666666666668
WB,1994,Adventure,25052000.0,42.0
WB,1994,Comedy,407553192.0,40.285714285714285
WB,1994,Crime,158590297.0,59.333333333333336
WB,1994,Drama,83015089.0,60.5
WB,1995,Action,439325147.0,34.666666666666664
WB,1995,Adventure,138462644.0,33.0
WB,1995,Comedy,192411198.0,32.2
WB,1995,Crime,67436818.0,86.0
WB,1995,Drama,120950476.0,71.66666666666667
WB,1996,Action,507962244.0,48.0
WB,1996,Adventure,37407731.0,37.0
WB,1996,Animation,90418342.0,38.0
WB,1996,Biography,35892330.0,91.0
WB,1996,Comedy,221711644.0,42.25
WB,1996,Crime,162081292.0,69.0
WB,1996,Drama,0.0,12.0
WB,1996,Horror,27663982.0,24.0
WB,1996,Romance,19030691.0,19.0
WB,1997,Action,317430733.0,23.75
WB,1997,Adventure,53883989.0,70.0
WB,1997,Biography,76512593.0,66.0
WB,1997,Comedy,114135400.0,51.0
WB,1997,Crime,64616940.0,73.0
WB,1997,Documentary,28598376.0,0.0
WB,1997,Drama,188265629.0,74.66666666666667
WB,1998,Action,493236508.0,37.857142857142854
WB,1998,Animation,0.0,35.0
WB,1998,Comedy,340945513.0,48.666666666666664
WB,1998,Drama,37020277.0,12.0
WB,1999,Action,640789367.0,59.0
WB,1999,Animation,23159305.0,96.0
WB,1999,Comedy,189021354.0,45.0
WB,1999,Crime,153451142.0,67.0
WB,1999,Drama,206558032.0,60.0
WB,1999,Horror,40846082.0,28.0
WB,2000,Action,337524991.0,35.333333333333336
WB,2000,Comedy,251642962.0,49.166666666666664
WB,2000,Crime,45010278.0,70.0
WB,2000,Drama,95571332.0,68.33333333333333
WB,2000,Horror,114665206.0,40.0
WB,2001,Action,555073303.0,37.375
WB,2001,Adventure,630939664.0,85.5
WB,2001,Biography,52990775.0,55.0
WB,2001,Crime,260049057.0,77.0
WB,2001,Drama,89785736.0,33.0
WB,2001,Horror,20384136.0,8.0
WB,2002,Action,425967577.0,39.5
WB,2002,Adventure,755072527.0,69.0
WB,2002,Comedy,223755374.0,45.0
WB,2002,Crime,0.0,23.0
WB,2002,Drama,208572421.0,45.0
WB,2002,Horror,30113491.0,14.0
WB,2003,Action,604523281.0,49.0
WB,2003,Adventure,377027325.0,93.0
WB,2003,Comedy,349190016.0,50.166666666666664
WB,2003,Crime,90135191.0,88.0
WB,2003,Drama,33715436.0,30.0
WB,2003,Fantasy,46961214.0,48.0
WB,2003,Horror,140266235.0,25.5
WB,2004,Action,187246329.0,24.6
WB,2004,Adventure,333757902.0,56.5
WB,2004,Animation,162775358.0,55.0
WB,2004,Comedy,51438175.0,11.0
WB,2004,Crime,158226622.0,38.0
WB,2004,Drama,366141061.0,57.25
WB,2004,Horror,41821986.0,11.0
WB,2004,Sci-Fi,57938693.0,33.0
WB,2005,Action,285614001.0,49.0
WB,2005,Adventure,546244634.0,68.33333333333333
WB,2005,Biography,31558003.0,93.0
WB,2005,Comedy,407754817.0,44.5
WB,2005,Crime,31504633.0,87.0
WB,2005,Documentary,77437223.0,94.0
WB,2005,Drama,126800798.0,59.0
WB,2005,Horror,32064800.0,25.0
WB,2006,Action,331671964.0,58.25
WB,2006,Adventure,57377916.0,62.0
WB,2006,Animation,226142852.0,69.0
WB,2006,Crime,181135504.0,54.0
WB,2006,Drama,210532541.0,38.2
WB,2006,Fantasy,54098051.0,43.0
WB,2006,Horror,39517763.0,12.0
WB,2007,Action,175319135.0,13.0
WB,2007,Adventure,455578968.0,53.333333333333336
WB,2007,Animation,54149098.0,34.0
WB,2007,Comedy,260899169.0,32.5
WB,2007,Crime,241997428.0,68.5
WB,2007,Drama,288057172.0,53.0
WB,2007,Horror,25126214.0,8.0
WB,2008,Action,918940409.0,45.57142857142857
WB,2008,Animation,35161554.0,18.0
WB,2008,Comedy,448053936.0,41.2
WB,2008,Drama,189945961.0,55.0
WB,2009,Action,441860947.0,56.0
WB,2009,Adventure,379192664.0,78.0
WB,2009,Biography,255959475.0,67.0
WB,2009,Comedy,490693251.0,50.5
WB,2009,Drama,112615076.0,43.5
WB,2009,Fantasy,66477700.0,28.0
WB,2009,Horror,41596251.0,56.0
WB,2010,Action,637916144.0,38.6
WB,2010,Adventure,294980434.0,79.0
WB,2010,Animation,154569068.0,31.5
WB,2010,Comedy,359636399.0,25.75
WB,2010,Crime,198564212.0,54.666666666666664
WB,2010,Drama,32741596.0,47.0
WB,2011,Action,367108404.0,47.0
WB,2011,Adventure,447236930.0,70.0
WB,2011,Animation,63992328.0,46.0
WB,2011,Biography,37304451.0,43.0
WB,2011,Comedy,622383050.0,37.285714285714285
WB,2011,Drama,173776496.0,62.0
WB,2011,Fantasy,79700000.0,36.5
WB,2012,Action,635583309.0,52.0
WB,2012,Adventure,303001229.0,65.0
WB,2012,Biography,136019448.0,96.0
WB,2012,Comedy,401228194.0,47.166666666666664
WB,2012,Drama,96197792.0,35.5
WB,2013,Action,438803765.0,52.666666666666664
WB,2013,Adventure,245615643.0,63.5
WB,2013,Biography,95001343.0,79.0
WB,2013,Comedy,271985004.0,32.666666666666664
WB,2013,Crime,60962878.0,82.0
WB,2013,Drama,436798776.0,79.66666666666667
WB,2013,Horror,137387272.0,86.0
WB,2014,Action,656099283.0,60.2
WB,2014,Adventure,187747747.0,59.0
WB,2014,Animation,244870202.0,96.0
WB,2014,Biography,0.0,53.0
WB,2014,Comedy,117703375.0,28.5
WB,2014,Crime,35631470.0,48.0
WB,2014,Drama,0.0,50.5
WB,2014,Horror,0.0,29.0
WB,2015,Action,384930813.0,44.75
WB,2015,Adventure,102921859.0,29.333333333333332
WB,2015,Biography,48786443.0,73.0
WB,2015,Comedy,111152054.0,48.6
WB,2015,Drama,81157671.0,95.0
WB,2015,Horror,0.0,16.0
WB,2016,Action,864654305.0,53.6
WB,2016,Adventure,234018657.0,74.0
WB,2016,Animation,72655779.0,63.0
WB,2016,Biography,125065700.0,86.0
WB,2016,Comedy,97032013.0,65.33333333333333
WB,2016,Drama,87211606.0,35.0
WB,2016,Horror,102461593.0,79.0
WB,2017,Action,1068180758.0,57.166666666666664
WB,2017,Animation,234625179.0,72.5
WB,2017,Comedy,57716795.0,44.666666666666664
WB,2017,Drama,452790286.0,72.66666666666667
WB,2017,Horror,101788793.0,70.0
